URL|TITLE|CURRENCY|AMOUNT ASKED|AMOUNT RECEIVED|BACKERS|AVG AMOUNT|DAYS LEFT|LOCATION|CATEGORY|NUMBER OF WORDS|NUMBER OF PICS|NUMBER OF VIDEOS|NUMBER OF COMMENTS|NUMBER OF UPDATES|NUMBER OF REWARDS|AMOUNT OF REWARDS|NUMBER OF WORDS OF REWARDS
https://fondeadora.mx/projects/mirando-al-cielo|Mirando al Cielo|MXN|55000|56100|36|1558|0|México, D.F.|Music|161|0|1|0|3|5|100.0 MXN, 250.0 MXN, 500.0 MXN, 1000.0 MXN, 5000.0 MXN|23, 33, 33, 32, 24
https://fondeadora.mx/projects/atelier-romo-cross-pollination|Atelier Romo / Cross-pollination|MXN|50000|55726|28|1990|0|México, D.F.|Fashion|579|0|1|0|0|0||
https://fondeadora.mx/projects/macabro-fich|Macabro-FICH|MXN|50000|54103|35|1545|0|México, D.F.|Film and Video|284|0|1|0|0|0||
https://fondeadora.mx/projects/velociraptor|Velociraptor|MXN|50000|53281|68|783|0|México, D.F.|Film and Video|1|0|1|2|4|8|50.0 MXN, 100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 2000.0 MXN, 3000.0 MXN, 4000.0 MXN|38, 57, 60, 101, 106, 84, 73, 126
https://fondeadora.mx/projects/video-me-marcho-a-la-guerra-madame-recamier|Video Me marcho a la Guerra|MXN|100000|102840|50|2056|0|México, D.F.|Music|681|0|1|9|0|7|100.0 MXN, 500.0 MXN, 1500.0 MXN, 3000.0 MXN, 5000.0 MXN, 10000.0 MXN, 20000.0 MXN|28, 22, 27, 37, 61, 34, 30
https://fondeadora.mx/projects/el-secreto-forresbank|El Secreto Forresbank|MXN|50000|51250|32|1601|0|México, D.F.|Film and Video|488|0|1|4|0|6|100.0 MXN, 200.0 MXN, 500.0 MXN, 1000.0 MXN, 3000.0 MXN, 4000.0 MXN|33, 67, 48, 101, 96, 25
https://fondeadora.mx/projects/del-bosque|Del Bosque|MXN|50000|49870|71|702|0|México, D.F.|Film and Video|403|0|1|1|0|7|100.0 MXN, 250.0 MXN, 500.0 MXN, 750.0 MXN, 1000.0 MXN, 5000.0 MXN, 10000.0 MXN|18, 31, 70, 35, 49, 29, 37
https://fondeadora.mx/projects/abc|A + B = C|MXN|50000|50050|27|1853|0|México, D.F.|Film and Video|778|4|1|2|8|7|50.0 MXN, 100.0 MXN, 200.0 MXN, 500.0 MXN, 1000.0 MXN, 2000.0 MXN, 5000.0 MXN|32, 27, 32, 31, 49, 52, 71
https://fondeadora.mx/projects/shenan-bajo-el-sol|Shenan - Bajo el Sol|MXN|45000|51654|83|622|0|México, D.F.|Music|347|0|1|2|0|7|200.0 MXN, 250.0 MXN, 350.0 MXN, 500.0 MXN, 500.0 MXN, 800.0 MXN, 1000.0 MXN|23, 25, 27, 29, 26, 31, 45
https://fondeadora.mx/projects/ruta-15|Ruta 15|MXN|95000|95802|12|7983|0|México, D.F.|Animation|400|5|1|2|10|5|300.0 MXN, 500.0 MXN, 1000.0 MXN, 3000.0 MXN, 15000.0 MXN|8, 12, 20, 21, 25
https://fondeadora.mx/projects/tralali-lala|Primer disco de Tralalí Lalá|MXN|35000|47350|54|876|0|México, D.F.|Music|275|0|1|1|0|9|50.0 MXN, 100.0 MXN, 250.0 MXN, 500.0 MXN, 750.0 MXN, 1000.0 MXN, 2000.0 MXN, 3000.0 MXN, 5000.0 MXN|25, 26, 29, 51, 58, 66, 99, 101, 70
https://fondeadora.mx/projects/malva|MALVA|MXN|35000|45601|63|723|0|México, D.F.|Film and Video|1|0|1|0|0|4|100.0 MXN, 200.0 MXN, 500.0 MXN, 1000.0 MXN|22, 39, 43, 36
https://fondeadora.mx/projects/plant-a-seed-de-songs-for-eleonor|"Plant a Seed" de Songs for Eleonor|MXN|45000|45485|55|827|0|México, D.F.|Music|243|0|1|4|0|7|100.0 MXN, 200.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 2500.0 MXN, 5000.0 MXN|9, 15, 22, 33, 36, 61, 56
https://fondeadora.mx/projects/cuando-volvamos-a-vernos|Cuando Volvamos a Vernos|MXN|45000|47020|27|1741|0|Cuautitlán Izcalli, Méx.|Film and Video|617|0|1|0|0|7|200.0 MXN, 300.0 MXN, 500.0 MXN, 700.0 MXN, 1000.0 MXN, 1500.0 MXN, 2000.0 MXN|27, 32, 36, 41, 69, 82, 26
https://fondeadora.mx/projects/la-mochila-azul|La de la Mochila Azul|MXN|44000|44700|20|2235|0|Playa Del Carmen, Q. Roo.|Film and Video|548|0|1|0|0|6|100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 1500.0 MXN, 3000.0 MXN|40, 48, 64, 77, 87, 94
https://fondeadora.mx/projects/entreluces|Entreluces|MXN|39000|43590|40|1089|0|Metepec, Edo. De Mex|Music|315|0|1|6|0|8|20.0 MXN, 50.0 MXN, 100.0 MXN, 150.0 MXN, 200.0 MXN, 500.0 MXN, 1000.0 MXN, 2000.0 MXN|20, 28, 36, 33, 32, 45, 37, 46
https://fondeadora.mx/projects/haciendo-el-mal|Haciendo el Mal|MXN|40000|40660|59|689|0|México, D.F.|Music|1|0|1|0|0|6|100.0 MXN, 200.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 5000.0 MXN|24, 24, 24, 28, 63, 55
https://fondeadora.mx/projects/lag|LAG|MXN|40000|40701|37|1100|0|México, D.F.|Film and Video|639|0|1|4|0|5|100.0 MXN, 250.0 MXN, 500.0 MXN, 1000.0 MXN, 1500.0 MXN|33, 41, 45, 36, 53
https://fondeadora.mx/projects/nota-perdida|La nota perdida|MXN|40000|40000|23|1739|0|México, D.F.|Film and Video|1|0|1|0|0|8|100.0 MXN, 200.0 MXN, 400.0 MXN, 600.0 MXN, 1000.0 MXN, 2000.0 MXN, 3000.0 MXN, 5000.0 MXN|8, 15, 19, 30, 35, 44, 49, 60
https://fondeadora.mx/projects/autosuficiencia-energetica-para-talleres-de-educacion-ambiental|Autosuficiencia energética|MXN|39000|44519|52|856|0|Tizapán El Alto, Jal.|Environment|325|0|1|0|0|5|100.0 MXN, 500.0 MXN, 1000.0 MXN, 1500.0 MXN, 2500.0 MXN|18, 21, 19, 14, 20
https://fondeadora.mx/projects/amoratados|AMORatados|MXN|35000|37102|23|1613|0|México, D.F.|Theater|1|0|1|0|0|0||
https://fondeadora.mx/projects/june|JUNE|MXN|35000|36300|65|558|0|México, D.F.|Music|565|0|1|1|7|10|50.0 MXN, 100.0 MXN, 200.0 MXN, 300.0 MXN, 500.0 MXN, 600.0 MXN, 1000.0 MXN, 2000.0 MXN, 5000.0 MXN, 10000.0 MXN|15, 14, 38, 63, 65, 76, 84, 108, 155, 160
https://fondeadora.mx/projects/puertas|Puertas|MXN|35000|37000|30|1233|0|México, D.F.|Film and Video|1|0|1|0|4|5|100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 5000.0 MXN|18, 26, 31, 36, 40
https://fondeadora.mx/projects/victoria|Victoria|MXN|35000|35450|34|1042|0|México, D.F.|Film and Video|248|0|1|2|0|6|100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 3000.0 MXN, 5000.0 MXN|31, 48, 31, 49, 83, 73
https://fondeadora.mx/projects/subterraneo|Subterráneo|MXN|35000|42600|35|1217|0|México, D.F.|Film and Video|280|0|1|0|0|7|150.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 1500.0 MXN, 2500.0 MXN, 5000.0 MXN|14, 18, 39, 46, 54, 41, 58
https://fondeadora.mx/projects/la-trola-primer-album|La Trola. Primer álbum.|MXN|35000|35000|42|833|0|Puebla, Pue. |Music|274|0|1|0|0|9|100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 2000.0 MXN, 3000.0 MXN, 5000.0 MXN, 10000.0 MXN, 25000.0 MXN|18, 18, 27, 34, 21, 24, 18, 21, 32
https://fondeadora.mx/projects/take-my-sunset|Take My Sunset|MXN|32000|34723|25|1388|0|Edo. Méx., Mex.|Music|350|0|1|0|0|0||
https://fondeadora.mx/projects/desapego|Desapego|MXN|33000|34650|37|936|0|México, D.F.|Music|694|0|1|3|0|9|50.0 MXN, 100.0 MXN, 250.0 MXN, 500.0 MXN, 750.0 MXN, 1000.0 MXN, 1500.0 MXN, 3000.0 MXN, 5000.0 MXN|15, 9, 46, 25, 42, 57, 59, 78, 53
https://fondeadora.mx/projects/hjarta-de-cienega|Hjarta de Ciènega|MXN|34000|34600|37|935|0|México, D.F.|Music|623|0|1|0|0|6|100.0 MXN, 250.0 MXN, 500.0 MXN, 750.0 MXN, 1000.0 MXN, 4000.0 MXN|28, 42, 35, 45, 66, 173
https://fondeadora.mx/projects/videoclip-oficial-roma|Videoclip Oficial ROMA|MXN|25000|34304|46|745|0|México, D.F.|Music|1|0|1|0|0|0||
https://fondeadora.mx/projects/12x12|12 x 12|MXN|60000|64870|58|1118|0|México, D.F.|Film and Video|581|0|1|1|0|11|20.0 MXN, 50.0 MXN, 112.0 MXN, 312.0 MXN, 512.0 MXN, 1012.0 MXN, 3012.0 MXN, 5012.0 MXN, 7012.0 MXN, 12012.0 MXN, 20012.0 MXN|8, 25, 28, 34, 42, 82, 79, 86, 100, 117, 140
https://fondeadora.mx/projects/miss-amnesia|Miss Amnesia|MXN|30000|32121|34|944|0|México, D.F.|Film and Video|341|0|1|0|1|7|100.0 MXN, 200.0 MXN, 500.0 MXN, 1000.0 MXN, 2000.0 MXN, 5000.0 MXN, 10000.0 MXN|12, 12, 15, 25, 23, 28, 42
https://fondeadora.mx/projects/la-mata-del-son|La Mata del Son|MXN|30000|30630|36|850|0|México, D.F.|Film and Video|1069|0|1|1|0|6|100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 3000.0 MXN, 6000.0 MXN|42, 56, 84, 86, 131, 184
https://fondeadora.mx/projects/himen|Himen|MXN|30000|30300|13|2330|0|Atizapán, Edo De Mex.|Film and Video|526|0|1|1|0|6|100.0 MXN, 200.0 MXN, 500.0 MXN, 1000.0 MXN, 1600.0 MXN, 2000.0 MXN|36, 34, 38, 48, 64, 29
https://fondeadora.mx/projects/sonido-desconocido-2|Sonido Desconocido 2|MXN|28000|28702|24|1195|0|México, D.F.|Music|355|0|1|0|0|0||
https://fondeadora.mx/projects/el-llamado|El Llamado|MXN|30000|32941|39|844|0|México, D.F.|Film and Video|611|0|1|0|0|6|100.0 MXN, 200.0 MXN, 500.0 MXN, 1000.0 MXN, 5000.0 MXN, 10000.0 MXN|53, 41, 52, 47, 65, 112
https://fondeadora.mx/projects/coronel-doblediablo|Coronel - #DobleDiablo|MXN|50000|52990|41|1292|0|Monterrey, Nl.|Music|371|0|1|0|0|15|60.0 MXN, 150.0 MXN, 250.0 MXN, 350.0 MXN, 450.0 MXN, 550.0 MXN, 600.0 MXN, 1000.0 MXN, 1000.0 MXN, 1000.0 MXN, 2000.0 MXN, 3000.0 MXN, 3000.0 MXN, 3000.0 MXN, 5000.0 MXN|29, 33, 49, 51, 53, 51, 61, 66, 77, 65, 74, 71, 76, 82, 71
https://fondeadora.mx/projects/12-de-paso|12 de paso|MXN|25000|25350|13|1950|0|Tulum, Q. Roo.|Culture|153|0|1|0|0|5|250.0 MXN, 500.0 MXN, 1000.0 MXN, 2000.0 MXN, 5000.0 MXN|18, 15, 25, 38, 25
https://fondeadora.mx/projects/eunoia|Eunoia|MXN|25000|25350|20|1267|0|México, D.F.|Fashion|200|0|1|5|2|8|100.0 MXN, 200.0 MXN, 350.0 MXN, 500.0 MXN, 550.0 MXN, 700.0 MXN, 1000.0 MXN, 1500.0 MXN|19, 16, 15, 21, 18, 17, 21, 37
https://fondeadora.mx/projects/la-cancion-del-abuelo|La canción del abuelo|MXN|25000|25327|35|723|0|México, D.F.|Film and Video|366|0|1|0|0|5|100.0 MXN, 275.0 MXN, 500.0 MXN, 750.0 MXN, 1000.0 MXN|27, 39, 38, 32, 33
https://fondeadora.mx/projects/un-gesto|Un Gesto|MXN|25000|25000|28|892|0|México, D.F.|Film and Video|357|0|1|0|0|5|200.0 MXN, 400.0 MXN, 1000.0 MXN, 2000.0 MXN, 2500.0 MXN|13, 18, 24, 18, 24
https://fondeadora.mx/projects/nicotieneunanovia|Nico tiene una novia|MXN|20000|23040|46|500|0|México, D.F.|Film and Video|374|0|1|0|0|10|0.0 MXN, 50.0 MXN, 100.0 MXN, 250.0 MXN, 500.0 MXN, 1000.0 MXN, 2000.0 MXN, 3000.0 MXN, 4000.0 MXN, 5000.0 MXN|24, 24, 23, 26, 24, 32, 56, 56, 103, 103
https://fondeadora.mx/projects/niño-van|NIÑOVAN "Del Color Al Blanco y Negro"|MXN|20000|21820|37|589|0|Ensenada, B.C.|Music|293|1|1|0|8|5|100.0 MXN, 250.0 MXN, 500.0 MXN, 1000.0 MXN, 3000.0 MXN|24, 35, 36, 61, 59
https://fondeadora.mx/projects/noche-de-sepultura|Noche de Sepultura|MXN|20000|21600|35|617|0|Cd. Obregón, Son.|Film and Video|445|0|1|3|0|5|100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 2500.0 MXN|23, 43, 53, 56, 65
https://fondeadora.mx/projects/carnaval-de-la-locura|Carnaval de la Locura|MXN|20000|21050|11|1913|0|Naucalpan, Edo. De Méx.|Art|286|0|1|0|0|7|150.0 MXN, 250.0 MXN, 350.0 MXN, 500.0 MXN, 750.0 MXN, 1000.0 MXN, 3000.0 MXN|30, 38, 45, 36, 53, 43, 63
https://fondeadora.mx/projects/salma|SALMA|MXN|20000|20725|26|797|0|Toluca, Méx.|Film and Video|534|0|1|2|0|10|50.0 MXN, 100.0 MXN, 200.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 1500.0 MXN, 2000.0 MXN, 3000.0 MXN, 5000.0 MXN|17, 18, 26, 31, 21, 40, 22, 32, 29, 45
https://fondeadora.mx/projects/colectivo-jazz|EP Colectivo Jazz Homenaje a Latinoamérica|MXN|16000|20716|37|559|0|México, D.F.|Music|380|0|1|0|1|4|100.0 MXN, 150.0 MXN, 500.0 MXN, 1000.0 MXN|22, 23, 53, 32
https://fondeadora.mx/projects/operacion-conquista|Operación Conquista|MXN|20000|20563|50|411|0|México, D.F.|Film and Video|1|0|1|0|0|5|100.0 MXN, 200.0 MXN, 500.0 MXN, 1000.0 MXN, 1500.0 MXN|17, 23, 27, 24, 25
https://fondeadora.mx/projects/yeshua-elastik|Yeshua Elastik|MXN|20000|20100|42|478|0|México, D.F.|Music|458|0|1|0|0|5|100.0 MXN, 200.0 MXN, 250.0 MXN, 350.0 MXN, 500.0 MXN|12, 10, 18, 18, 30
https://fondeadora.mx/projects/euclides|Euclides|MXN|20000|20001|25|800|0|México, D.F.|Film and Video|188|0|1|0|0|5|100.0 MXN, 200.0 MXN, 500.0 MXN, 700.0 MXN, 1000.0 MXN|25, 32, 29, 36, 34
https://fondeadora.mx/projects/el-nicho-aural|El Nicho Aural|MXN|20000|20000|30|666|0|México, D.F.|Music|233|0|1|0|0|6|150.0 MXN, 350.0 MXN, 650.0 MXN, 750.0 MXN, 900.0 MXN, 2000.0 MXN|19, 27, 31, 34, 28, 40
https://fondeadora.mx/projects/hacia-el-sur|Hacia el Sur|MXN|18000|19855|29|684|0|México, D.F.|Film and Video|538|0|1|0|0|6|150.0 MXN, 300.0 MXN, 500.0 MXN, 500.0 MXN, 1000.0 MXN, 3000.0 MXN|13, 21, 39, 39, 55, 65
https://fondeadora.mx/projects/discos-tormento-compilado-wow-2011|Discos Tormento: Compilado WOW 2011|MXN|18000|18001|19|947|0|México, D.F.|Music|239|0|1|0|0|0||
https://fondeadora.mx/projects/nube-arena|Nube Arena|MXN|18000|18000|15|1200|0|México, D.F.|Film and Video|364|0|1|2|0|6|100.0 MXN, 300.0 MXN, 500.0 MXN, 800.0 MXN, 1200.0 MXN, 2000.0 MXN|14, 23, 42, 36, 53, 78
https://fondeadora.mx/projects/grabacion-de-un-video-de-los-ble-growing-on-you|Grabación de un video de Los Blé (Growing on You)|MXN|16000|16359|20|817|0|Guadalajara, Jal.|Music|328|0|1|0|0|5|100.0 MXN, 250.0 MXN, 500.0 MXN, 1000.0 MXN, 1500.0 MXN|12, 23, 29, 20, 21
https://fondeadora.mx/projects/cc-cmx-festival-de-cine-creative-commons-ciudad-de-mexico|CC CMX Festival de cine creative commons Ciudad de México|MXN|15000|16350|37|441|0|México, D.F.|Film and Video|518|0|1|0|0|4|100.0 MXN, 250.0 MXN, 350.0 MXN, 500.0 MXN|33, 44, 65, 76
https://fondeadora.mx/projects/where-is-the-rest|Where Is The Rest|MXN|15000|15800|8|1975|0|Guadalajara, Jal.|Music|549|0|1|0|0|6|150.0 MXN, 250.0 MXN, 500.0 MXN, 1000.0 MXN, 3000.0 MXN, 5000.0 MXN|10, 28, 35, 43, 57, 86
https://fondeadora.mx/projects/shus-jazz-rumbo-a-la-riviera-maya|SHUS Jazz Rumbo a la Riviera Maya|MXN|15000|15101|15|1006|0|México, D.F.|Music|130|0|1|0|0|0||
https://fondeadora.mx/projects/talud|TALUD|MXN|14500|14600|10|1460|0|México, D.F.|Film and Video|529|0|1|0|0|4|100.0 MXN, 300.0 MXN, 600.0 MXN, 1000.0 MXN|18, 20, 36, 54
https://fondeadora.mx/projects/huertos-comunitarios|Huertos comunitarios en la ciudad|MXN|12000|12690|31|409|0|Guadalajara, Jal.|Social Initiatives|384|0|1|2|0|7|100.0 MXN, 250.0 MXN, 500.0 MXN, 1000.0 MXN, 2500.0 MXN, 5000.0 MXN, 10000.0 MXN|32, 33, 31, 34, 33, 29, 27
https://fondeadora.mx/projects/julian|JULIÁN|MXN|11000|12100|23|526|0|México, D.F.|Film and Video|385|0|1|1|0|7|100.0 MXN, 300.0 MXN, 500.0 MXN, 750.0 MXN, 1000.0 MXN, 1500.0 MXN, 2000.0 MXN|24, 15, 12, 26, 35, 16, 17
https://fondeadora.mx/projects/el-tiempo-justo|El Tiempo Justo en el Lugar Exacto|MXN|11500|13150|28|469|0|Jalapa, Ver.|Film and Video|191|0|1|0|0|4|100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN|26, 20, 42, 33
https://fondeadora.mx/projects/anakarenart|What would you do to WOW the world? Exposición|MXN|6500|9450|22|429|0|México, D.F.|Photography|1|0|1|2|0|3|100.0 MXN, 500.0 MXN, 1000.0 MXN|19, 49, 16
https://fondeadora.mx/projects/cuerpo-mente-lenguaje|CUERPO+MENTE+LENGUAJE. Compilación de feminismos|MXN|5000|5750|13|442|0|Tijuana, Baja California|Editorial and Literary|325|0|1|0|1|5|100.0 MXN, 250.0 MXN, 500.0 MXN, 800.0 MXN, 1000.0 MXN|24, 36, 38, 38, 50
https://fondeadora.mx/projects/videoclip-el-vencido-de-los-fascinantes|Videoclip “El Vencido” de los Fascinantes|MXN|9000|9382|36|260|0|Edo. De Mx|Music|513|0|1|0|0|6|100.0 MXN, 200.0 MXN, 300.0 MXN, 400.0 MXN, 500.0 MXN, 1000.0 MXN|11, 15, 33, 36, 42, 74
https://fondeadora.mx/projects/reto-epix|Reto Epix|MXN|50000|233445|73|3197|0|Monterrey, N.L.|Social Initiatives|416|0|1|7|0|6|142.0 MXN, 420.0 MXN, 1420.0 MXN, 4200.0 MXN, 8420.0 MXN, 14200.0 MXN|23, 22, 16, 21, 15, 40
https://fondeadora.mx/projects/nos-toca|Nos Toca|MXN|135000|135380|103|1314|0|Guadalajara, Jal.|Social Initiatives|902|0|1|0|0|8|50.0 MXN, 150.0 MXN, 250.0 MXN, 550.0 MXN, 750.0 MXN, 1150.0 MXN, 1550.0 MXN, 2150.0 MXN|15, 35, 12, 17, 45, 28, 60, 43
https://fondeadora.mx/projects/paloma-la-mejor-estudiante-de-matematicas|Paloma - La Mejor Estudiante de Matemáticas|MXN|100000|119148|273|436|0|Matamoros, Tamps.|Education|1|0|0|1|0|1|1.0 MXN|29
https://fondeadora.mx/projects/rumbo-a-tuck|Rumbo a Tuck 2014|MXN|100000|107840|132|816|0|México, D.F.|Sports|1|0|1|0|1|5|100.0 MXN, 250.0 MXN, 500.0 MXN, 1000.0 MXN, 2000.0 MXN|24, 23, 27, 23, 59
https://fondeadora.mx/projects/noala-guerra-si-a-la-bici|Noala Guerra. Sí a la bici.|MXN|106000|106103|34|3120|0|México, D.F.|Community Initiatives|261|0|1|0|0|0||
https://fondeadora.mx/projects/make-design-happen|MAKE DESIGN HAPPEN|MXN|100000|102800|72|1427|0|Zapopan, Jal. |Design|1|0|1|6|0|9|100.0 MXN, 300.0 MXN, 500.0 MXN, 750.0 MXN, 1000.0 MXN, 1500.0 MXN, 2500.0 MXN, 5000.0 MXN, 10000.0 MXN|26, 21, 52, 14, 33, 34, 45, 58, 95
https://fondeadora.mx/projects/riendas-para-la-vida|Riendas para la Vida|MXN|100000|102717|142|723|0|Guadalajara, Jal.|Social Initiatives|1|2|1|0|7|5|100.0 MXN, 500.0 MXN, 1000.0 MXN, 2000.0 MXN, 5000.0 MXN|32, 33, 46, 31, 49
https://fondeadora.mx/projects/a-brasil-en-bici|A Brasil en bici|MXN|100000|107651|101|1065|0|México, D.F.|Sports|1|0|1|11|0|4|100.0 MXN, 500.0 MXN, 1000.0 MXN, 2000.0 MXN|17, 27, 18, 29
https://fondeadora.mx/projects/alfabetiza|¡Alfabetiza! La Educación nos Mueve.|MXN|40000|41833|58|721|0|Distrito Federal, Mexico|Community|342|2|1|0|0|6|150.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 2500.0 MXN, 4000.0 MXN|17, 24, 29, 33, 25, 35
https://fondeadora.mx/projects/desde-cero-el-reto-como-principio|"Desde Cero", el reto como principio.|MXN|60000|60500|45|1344|0|México, D.F.|Film and Video|684|0|1|2|0|7|200.0 MXN, 500.0 MXN, 1000.0 MXN, 3000.0 MXN, 5000.0 MXN, 10000.0 MXN, 50000.0 MXN|18, 26, 24, 26, 14, 15, 23
https://fondeadora.mx/projects/alpes-2013-escalando-grandes-paredes|Alpes 2013 - Escalando Grandes Paredes|MXN|60000|60210|64|940|0|Zapopan, Jal. |Social Initiatives|379|0|1|4|0|11|100.0 MXN, 250.0 MXN, 500.0 MXN, 800.0 MXN, 1000.0 MXN, 1200.0 MXN, 1300.0 MXN, 1500.0 MXN, 1500.0 MXN, 2000.0 MXN, 2100.0 MXN|36, 35, 23, 46, 31, 34, 45, 29, 29, 74, 44
https://fondeadora.mx/projects/monte-mitla|Monte Mitla|MXN|48000|52740|32|1648|0|Mazamitla, Jal.|Sustainability|327|0|1|28|2|7|100.0 MXN, 300.0 MXN, 500.0 MXN, 700.0 MXN, 1000.0 MXN, 2000.0 MXN, 3000.0 MXN|27, 36, 67, 54, 42, 68, 77
https://fondeadora.mx/projects/migracion-en-transito-por-guadalajara-actores-retos-y-perspectivas|Migración en Tránsito por Guadalajara: actores, retos y perspectivas.|MXN|35000|35699|46|776|0|Guadalajara, Jal.|Social Initiatives|376|0|1|0|0|6|100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 3000.0 MXN, 5000.0 MXN|26, 39, 39, 33, 36, 57
https://fondeadora.mx/projects/co-mu-co-corredor-de-musica-contenida|CO-MU-CO Corredor de Música Contenida|MXN|30000|30310|24|1262|0|México, D.F.|Music|234|0|1|4|0|7|250.0 MXN, 500.0 MXN, 1000.0 MXN, 2500.0 MXN, 5000.0 MXN, 7000.0 MXN, 7000.0 MXN|20, 17, 19, 23, 32, 27, 35
https://fondeadora.mx/projects/iv-encuentro-y-feria-cultural-de-parteras-y-medicas-tradicionales-del-altiplano-potosino|IV Encuentro y Feria Cultural de Parteras y Médicas Tradicionales del Altiplano Potosino|MXN|25000|30100|40|752|0|México, D.F.|Social Initiatives|1451|0|1|0|0|8|100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 1500.0 MXN, 3000.0 MXN, 5000.0 MXN, 10000.0 MXN|102, 132, 170, 146, 62, 88, 33, 66
https://fondeadora.mx/projects/gendes|GENDES|MXN|25000|27950|39|716|0|México, D.F.|Social Initiatives|737|0|1|3|3|6|100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 2500.0 MXN, 5000.0 MXN|18, 18, 16, 24, 26, 34
https://fondeadora.mx/projects/nunca-mas-gritos-sin-voz|Nunca más gritos sin voz|MXN|25000|27941|62|450|0|México, D.F.|Social Initiatives|499|20|1|4|5|6|40.0 MXN, 60.0 MXN, 100.0 MXN, 200.0 MXN, 500.0 MXN, 800.0 MXN|15, 25, 34, 42, 53, 59
https://fondeadora.mx/projects/soy-especial|Quiéreme, soy especial|MXN|30000|30240|26|1163|0|Oaxaca, Mexico|Social Initiatives|1|0|1|0|0|5|100.0 MXN, 200.0 MXN, 500.0 MXN, 1000.0 MXN, 2500.0 MXN|26, 29, 22, 35, 47
https://fondeadora.mx/projects/muevase-usted-misma|Muévase Usted Misma|MXN|20000|26523|30|884|0|México, D.F.|Social Initiatives|344|0|1|4|0|7|100.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 1500.0 MXN, 3000.0 MXN, 5000.0 MXN|19, 28, 23, 45, 44, 50, 45
https://fondeadora.mx/projects/rescate-de-la-plaza-cervantina|Rescate de la Plaza Cervantina|MXN|25110|26390|39|676|0|Ciudad Juárez, Chihuahua|Social Initiatives|326|0|1|0|0|2|100.0 MXN, 350.0 MXN|37, 35
https://fondeadora.mx/projects/nahuales-que-cayeron-del-cielo|Nahuales que Cayeron del Cielo|MXN|23000|23660|29|815|0|México, D.F.|Theater|230|0|1|0|0|9|100.0 MXN, 200.0 MXN, 300.0 MXN, 500.0 MXN, 1000.0 MXN, 3000.0 MXN, 5000.0 MXN, 10000.0 MXN, 20000.0 MXN|25, 19, 18, 26, 21, 18, 25, 56, 39
https://fondeadora.mx/projects/un-ride-para-felipe|Un Ride para Felipe|MXN|20000|21024|45|467|0|México, D.F.|Film and Video|289|0|1|3|0|5|100.0 MXN, 200.0 MXN, 500.0 MXN, 1000.0 MXN, 3000.0 MXN|15, 20, 16, 16, 15
https://fondeadora.mx/projects/caminar-por-mexico|Caminar Por México|MXN|20000|20310|10|2031|0||Social Initiatives|372|0|1|5|0|6|100.0 MXN, 300.0 MXN, 500.0 MXN, 800.0 MXN, 1000.0 MXN, 2000.0 MXN|9, 18, 27, 35, 34, 57
https://fondeadora.mx/projects/omiags|OMIAGS|MXN|13000|13785|32|430|0|Aguascalientes, Ags.|Social Initiatives|475|0|1|0|3|4|100.0 MXN, 200.0 MXN, 500.0 MXN, 1000.0 MXN|28, 43, 71, 76
https://fondeadora.mx/projects/wikicarril-2-0|WikiCarril 2.0|MXN|12600|13503|37|364|0|México, D.F.|Social Initiatives|265|0|1|1|0|0||
